record_id,n_steel_mesh,treatment_code,ageing_days,nacl_pct,surface_total_rust_pct,surface_total_rust_category,peak_rust_pct,peak_rust_category,peak_rust_location_cm,cover_failure_surface_mm,wire_area_loss_raw,ultimate_load_kn,specimen_id,capture_date,week,series_family,series_label,record_id_valid,image_path,image_filename,image_join_status,treatment_name,campaign_id,capture_year,wire_area_loss_pct,has_structural_labels,sequence_order,duplicate_record_id,duplicate_specimen_week,image_exists
S2SA04-20220609-3W,7,SA,201,0.035,0.132,1,0.465,1,10.0,5.24,,,S2SA04,2022-06-09,3,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA04-20220609-3W.png,S2SA04-20220609-3W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,2,False,False,True
S2SA04-20220616-4W,7,SA,201,0.035,0.051,1,0.282,1,15.49,5.24,,,S2SA04,2022-06-16,4,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA04-20220616-4W.png,S2SA04-20220616-4W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,3,False,False,True
S2SA04-20220623-5W,7,SA,201,0.035,0.199,1,0.678,1,10.0,5.24,,,S2SA04,2022-06-23,5,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA04-20220623-5W.png,S2SA04-20220623-5W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,4,False,False,True
S2SA04-20220630-6W,7,SA,201,0.035,0.027,1,0.257,1,15.49,5.24,,,S2SA04,2022-06-30,6,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA04-20220630-6W.png,S2SA04-20220630-6W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,5,False,False,True
S2SA04-20220708-7W,7,SA,201,0.035,0.073,1,0.325,1,15.99,5.24,,,S2SA04,2022-07-08,7,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA04-20220708-7W.png,S2SA04-20220708-7W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,6,False,False,True
S2SA04-20220714-8W,7,SA,201,0.035,0.303,1,0.979,1,10.0,5.24,,,S2SA04,2022-07-14,8,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA04-20220714-8W.png,S2SA04-20220714-8W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,7,False,False,True
S2SA04-20220721-9W,7,SA,201,0.035,0.204,1,0.566,1,10.0,5.24,,,S2SA04,2022-07-21,9,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA04-20220721-9W.png,S2SA04-20220721-9W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,8,False,False,True
S2SA04-20220802-10W,7,SA,201,0.035,0.338,1,1.527,2,10.5,5.24,,,S2SA04,2022-08-02,10,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA04-20220802-10W.png,S2SA04-20220802-10W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,9,False,False,True
S2SA04-20220822-13W,7,SA,201,0.035,0.37,1,1.589,2,10.5,5.24,,,S2SA04,2022-08-22,13,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA04-20220822-13W.png,S2SA04-20220822-13W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,10,False,False,True
S2SA04-20220906-15W,7,SA,201,0.035,0.595,1,4.598,2,17.49,5.24,,,S2SA04,2022-09-06,15,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA04-20220906-15W.png,S2SA04-20220906-15W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,11,False,False,True
S2SA04-20221102-24W,7,SA,201,0.035,3.119,4,9.934,3,17.49,5.24,,,S2SA04,2022-11-02,24,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA04-20221102-24W.png,S2SA04-20221102-24W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,12,False,False,True
S2SA04-20221110-25W,7,SA,201,0.035,3.074,4,9.301,3,11.5,5.24,,,S2SA04,2022-11-10,25,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA04-20221110-25W.png,S2SA04-20221110-25W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,13,False,False,True
S2SA04-20221206-28W,7,SA,201,0.035,13.995,5,34.585,5,20.99,5.24,0.1833,2.39,S2SA04,2022-12-06,28,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA04-20221206-28W.png,S2SA04-20221206-28W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,18.33,True,14,False,False,True
S2SA05-20220518-0W,7,SA,201,0.035,0.063,1,0.572,1,23.48,4.11,,,S2SA05,2022-05-18,0,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA05-20220518-0W.png,S2SA05-20220518-0W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,0,False,False,True
S2SA05-20220603-2W,7,SA,201,0.035,0.094,1,0.548,1,21.49,4.11,,,S2SA05,2022-06-03,2,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA05-20220603-2W.png,S2SA05-20220603-2W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,1,False,False,True
S2SA05-20220609-3W,7,SA,201,0.035,0.078,1,0.497,1,22.98,4.11,,,S2SA05,2022-06-09,3,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA05-20220609-3W.png,S2SA05-20220609-3W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,2,False,False,True
S2SA05-20220616-4W,7,SA,201,0.035,0.024,1,0.164,1,21.49,4.11,,,S2SA05,2022-06-16,4,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA05-20220616-4W.png,S2SA05-20220616-4W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,3,False,False,True
S2SA05-20220623-5W,7,SA,201,0.035,0.065,1,0.454,1,23.48,4.11,,,S2SA05,2022-06-23,5,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA05-20220623-5W.png,S2SA05-20220623-5W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,4,False,False,True
S2SA05-20220630-6W,7,SA,201,0.035,0.094,1,0.536,1,0.51,4.11,,,S2SA05,2022-06-30,6,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA05-20220630-6W.png,S2SA05-20220630-6W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,5,False,False,True
S2SA05-20220708-7W,7,SA,201,0.035,0.038,1,0.205,1,21.49,4.11,,,S2SA05,2022-07-08,7,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA05-20220708-7W.png,S2SA05-20220708-7W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,6,False,False,True
S2SA05-20220714-8W,7,SA,201,0.035,0.081,1,0.39,1,21.99,4.11,,,S2SA05,2022-07-14,8,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA05-20220714-8W.png,S2SA05-20220714-8W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,7,False,False,True
S2SA05-20220721-9W,7,SA,201,0.035,0.069,1,0.331,1,21.49,4.11,,,S2SA05,2022-07-21,9,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA05-20220721-9W.png,S2SA05-20220721-9W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,8,False,False,True
S2SA05-20220802-10W,7,SA,201,0.035,0.072,1,0.316,1,21.99,4.11,,,S2SA05,2022-08-02,10,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA05-20220802-10W.png,S2SA05-20220802-10W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,9,False,False,True
S2SA05-20220822-13W,7,SA,201,0.035,0.043,1,0.172,1,21.99,4.11,,,S2SA05,2022-08-22,13,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA05-20220822-13W.png,S2SA05-20220822-13W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,10,False,False,True
S2SA05-20220906-15W,7,SA,201,0.035,0.234,1,1.411,2,0.51,4.11,,,S2SA05,2022-09-06,15,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA05-20220906-15W.png,S2SA05-20220906-15W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,11,False,False,True
S2SA05-20221102-24W,7,SA,201,0.035,1.467,2,12.13,4,22.98,4.11,,,S2SA05,2022-11-02,24,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA05-20221102-24W.png,S2SA05-20221102-24W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,12,False,False,True
S2SA05-20221110-25W,7,SA,201,0.035,3.163,4,29.962,5,22.98,4.11,,,S2SA05,2022-11-10,25,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA05-20221110-25W.png,S2SA05-20221110-25W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,13,False,False,True
S2SA05-20221206-28W,7,SA,201,0.035,9.946,5,49.374,5,21.99,4.11,0.2254,2.76,S2SA05,2022-12-06,28,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA05-20221206-28W.png,S2SA05-20221206-28W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,22.54,True,14,False,False,True
S2SA06-20220518-0W,7,SA,201,0.035,0.056,1,0.456,1,23.48,2.87,,,S2SA06,2022-05-18,0,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA06-20220518-0W.png,S2SA06-20220518-0W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,0,False,False,True
S2SA06-20220603-2W,7,SA,201,0.035,0.051,1,0.39,1,23.48,2.87,,,S2SA06,2022-06-03,2,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA06-20220603-2W.png,S2SA06-20220603-2W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,1,False,False,True
S2SA06-20220609-3W,7,SA,201,0.035,0.063,1,0.596,1,23.48,2.87,,,S2SA06,2022-06-09,3,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA06-20220609-3W.png,S2SA06-20220609-3W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,2,False,False,True
S2SA06-20220616-4W,7,SA,201,0.035,0.022,1,0.215,1,23.48,2.87,,,S2SA06,2022-06-16,4,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA06-20220616-4W.png,S2SA06-20220616-4W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,3,False,False,True
S2SA06-20220623-5W,7,SA,201,0.035,0.043,1,0.369,1,23.48,2.87,,,S2SA06,2022-06-23,5,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA06-20220623-5W.png,S2SA06-20220623-5W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,4,False,False,True
S2SA06-20220630-6W,7,SA,201,0.035,0.05,1,0.398,1,1.01,2.87,,,S2SA06,2022-06-30,6,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA06-20220630-6W.png,S2SA06-20220630-6W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,5,False,False,True
S2SA06-20220708-7W,7,SA,201,0.035,0.195,1,2.184,2,1.01,2.87,,,S2SA06,2022-07-08,7,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA06-20220708-7W.png,S2SA06-20220708-7W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,6,False,False,True
S2SA06-20220714-8W,7,SA,201,0.035,0.131,1,1.008,2,1.01,2.87,,,S2SA06,2022-07-14,8,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA06-20220714-8W.png,S2SA06-20220714-8W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,7,False,False,True
S2SA06-20220721-9W,7,SA,201,0.035,0.097,1,1.261,2,1.01,2.87,,,S2SA06,2022-07-21,9,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA06-20220721-9W.png,S2SA06-20220721-9W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,8,False,False,True
S2SA06-20220802-10W,7,SA,201,0.035,0.205,1,1.664,2,0.51,2.87,,,S2SA06,2022-08-02,10,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA06-20220802-10W.png,S2SA06-20220802-10W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,9,False,False,True
S2SA06-20220822-13W,7,SA,201,0.035,0.114,1,1.193,2,0.51,2.87,,,S2SA06,2022-08-22,13,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA06-20220822-13W.png,S2SA06-20220822-13W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,10,False,False,True
S2SA06-20220906-15W,7,SA,201,0.035,1.127,2,7.55,3,1.01,2.87,,,S2SA06,2022-09-06,15,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA06-20220906-15W.png,S2SA06-20220906-15W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,11,False,False,True
S2SA06-20221102-24W,7,SA,201,0.035,4.485,4,13.505,4,1.51,2.87,,,S2SA06,2022-11-02,24,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA06-20221102-24W.png,S2SA06-20221102-24W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,12,False,False,True
S2SA06-20221110-25W,7,SA,201,0.035,4.464,4,13.928,4,1.01,2.87,,,S2SA06,2022-11-10,25,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA06-20221110-25W.png,S2SA06-20221110-25W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,13,False,False,True
S2SA06-20221206-28W,7,SA,201,0.035,20.888,5,36.508,5,16.99,2.87,0.1657,2.48,S2SA06,2022-12-06,28,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA06-20221206-28W.png,S2SA06-20221206-28W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,16.57,True,14,False,False,True
S2SA07-20220518-0W,7,SA,201,0.035,0.027,1,0.566,1,0.51,4.3,,,S2SA07,2022-05-18,0,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA07-20220518-0W.png,S2SA07-20220518-0W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,0,False,False,True
S2SA07-20220603-2W,7,SA,201,0.035,0.025,1,0.471,1,0.51,4.3,,,S2SA07,2022-06-03,2,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA07-20220603-2W.png,S2SA07-20220603-2W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,1,False,False,True
S2SA07-20220609-3W,7,SA,201,0.035,0.034,1,0.495,1,0.51,4.3,,,S2SA07,2022-06-09,3,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA07-20220609-3W.png,S2SA07-20220609-3W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,2,False,False,True
S2SA07-20220616-4W,7,SA,201,0.035,0.024,1,0.3,1,0.51,4.3,,,S2SA07,2022-06-16,4,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA07-20220616-4W.png,S2SA07-20220616-4W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,3,False,False,True
S2SA07-20220623-5W,7,SA,201,0.035,0.019,1,0.314,1,0.51,4.3,,,S2SA07,2022-06-23,5,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA07-20220623-5W.png,S2SA07-20220623-5W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,4,False,False,True
S2SA07-20220630-6W,7,SA,201,0.035,0.016,1,0.253,1,0.51,4.3,,,S2SA07,2022-06-30,6,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA07-20220630-6W.png,S2SA07-20220630-6W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,5,False,False,True
S2SA07-20220708-7W,7,SA,201,0.035,0.065,1,0.743,1,3.5,4.3,,,S2SA07,2022-07-08,7,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA07-20220708-7W.png,S2SA07-20220708-7W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,6,False,False,True
S2SA07-20220714-8W,7,SA,201,0.035,0.06,1,0.585,1,3.5,4.3,,,S2SA07,2022-07-14,8,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA07-20220714-8W.png,S2SA07-20220714-8W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,7,False,False,True
S2SA07-20220721-9W,7,SA,201,0.035,0.067,1,0.614,1,0.51,4.3,,,S2SA07,2022-07-21,9,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA07-20220721-9W.png,S2SA07-20220721-9W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,8,False,False,True
S2SA07-20220802-10W,7,SA,201,0.035,0.085,1,0.613,1,11.5,4.3,,,S2SA07,2022-08-02,10,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA07-20220802-10W.png,S2SA07-20220802-10W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,9,False,False,True
S2SA07-20220822-13W,7,SA,201,0.035,0.031,1,0.318,1,0.51,4.3,,,S2SA07,2022-08-22,13,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA07-20220822-13W.png,S2SA07-20220822-13W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,10,False,False,True
S2SA07-20220906-15W,7,SA,201,0.035,0.375,1,2.501,2,4.0,4.3,,,S2SA07,2022-09-06,15,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA07-20220906-15W.png,S2SA07-20220906-15W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,11,False,False,True
S2SA07-20221102-24W,7,SA,201,0.035,6.173,5,34.857,5,3.5,4.3,,,S2SA07,2022-11-02,24,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA07-20221102-24W.png,S2SA07-20221102-24W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,12,False,False,True
S2SA07-20221110-25W,7,SA,201,0.035,7.608,5,44.366,5,4.0,4.3,,,S2SA07,2022-11-10,25,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA07-20221110-25W.png,S2SA07-20221110-25W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,,False,13,False,False,True
S2SA07-20221206-28W,7,SA,201,0.035,15.038,5,59.327,5,4.0,4.3,0.3249,2.26,S2SA07,2022-12-06,28,S,S2,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S2SA07-20221206-28W.png,S2SA07-20221206-28W.png,both,Surface-applied inhibitor,campaign_2022_mesh7_nacl0.035_age201,2022,32.49,True,14,False,False,True
S3PA01-20220518-0W,7,PA,201,0.035,0.018,1,0.103,1,2.01,2.46,,,S3PA01,2022-05-18,0,S,S3,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S3PA01-20220518-0W.png,S3PA01-20220518-0W.png,both,Painted coating,campaign_2022_mesh7_nacl0.035_age201,2022,,False,0,False,False,True
S3PA01-20220603-2W,7,PA,201,0.035,0.053,1,0.339,1,6.5,2.46,,,S3PA01,2022-06-03,2,S,S3,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S3PA01-20220603-2W.png,S3PA01-20220603-2W.png,both,Painted coating,campaign_2022_mesh7_nacl0.035_age201,2022,,False,1,False,False,True
S3PA01-20220609-3W,7,PA,201,0.035,0.124,1,0.827,1,0.51,2.46,,,S3PA01,2022-06-09,3,S,S3,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S3PA01-20220609-3W.png,S3PA01-20220609-3W.png,both,Painted coating,campaign_2022_mesh7_nacl0.035_age201,2022,,False,2,False,False,True
S3PA01-20220616-4W,7,PA,201,0.035,0.058,1,0.476,1,6.5,2.46,,,S3PA01,2022-06-16,4,S,S3,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S3PA01-20220616-4W.png,S3PA01-20220616-4W.png,both,Painted coating,campaign_2022_mesh7_nacl0.035_age201,2022,,False,3,False,False,True
S3PA01-20220623-5W,7,PA,201,0.035,0.208,1,0.871,1,6.5,2.46,,,S3PA01,2022-06-23,5,S,S3,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S3PA01-20220623-5W.png,S3PA01-20220623-5W.png,both,Painted coating,campaign_2022_mesh7_nacl0.035_age201,2022,,False,4,False,False,True
S3PA01-20220630-6W,7,PA,201,0.035,0.262,1,1.512,2,2.51,2.46,,,S3PA01,2022-06-30,6,S,S3,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S3PA01-20220630-6W.png,S3PA01-20220630-6W.png,both,Painted coating,campaign_2022_mesh7_nacl0.035_age201,2022,,False,5,False,False,True
S3PA01-20220708-7W,7,PA,201,0.035,0.366,1,3.094,2,2.51,2.46,,,S3PA01,2022-07-08,7,S,S3,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S3PA01-20220708-7W.png,S3PA01-20220708-7W.png,both,Painted coating,campaign_2022_mesh7_nacl0.035_age201,2022,,False,6,False,False,True
S3PA01-20220714-8W,7,PA,201,0.035,0.259,1,2.012,2,2.51,2.46,,,S3PA01,2022-07-14,8,S,S3,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S3PA01-20220714-8W.png,S3PA01-20220714-8W.png,both,Painted coating,campaign_2022_mesh7_nacl0.035_age201,2022,,False,7,False,False,True
S3PA01-20220721-9W,7,PA,201,0.035,0.283,1,3.134,2,2.51,2.46,,,S3PA01,2022-07-21,9,S,S3,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S3PA01-20220721-9W.png,S3PA01-20220721-9W.png,both,Painted coating,campaign_2022_mesh7_nacl0.035_age201,2022,,False,8,False,False,True
S3PA01-20220802-10W,7,PA,201,0.035,0.506,1,4.312,2,2.51,2.46,,,S3PA01,2022-08-02,10,S,S3,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S3PA01-20220802-10W.png,S3PA01-20220802-10W.png,both,Painted coating,campaign_2022_mesh7_nacl0.035_age201,2022,,False,9,False,False,True
S3PA01-20220822-13W,7,PA,201,0.035,0.257,1,2.46,2,2.01,2.46,,,S3PA01,2022-08-22,13,S,S3,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S3PA01-20220822-13W.png,S3PA01-20220822-13W.png,both,Painted coating,campaign_2022_mesh7_nacl0.035_age201,2022,,False,10,False,False,True
S3PA01-20220906-15W,7,PA,201,0.035,0.848,1,4.336,2,2.51,2.46,,,S3PA01,2022-09-06,15,S,S3,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S3PA01-20220906-15W.png,S3PA01-20220906-15W.png,both,Painted coating,campaign_2022_mesh7_nacl0.035_age201,2022,,False,11,False,False,True
S3PA01-20221102-24W,7,PA,201,0.035,2.212,3,9.523,3,6.0,2.46,,,S3PA01,2022-11-02,24,S,S3,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S3PA01-20221102-24W.png,S3PA01-20221102-24W.png,both,Painted coating,campaign_2022_mesh7_nacl0.035_age201,2022,,False,12,False,False,True
S3PA01-20221110-25W,7,PA,201,0.035,2.611,3,12.652,4,6.0,2.46,,,S3PA01,2022-11-10,25,S,S3,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S3PA01-20221110-25W.png,S3PA01-20221110-25W.png,both,Painted coating,campaign_2022_mesh7_nacl0.035_age201,2022,,False,13,False,False,True
S3PA01-20221206-28W,7,PA,201,0.035,5.497,5,14.332,4,6.0,2.46,0.085,2.79,S3PA01,2022-12-06,28,S,S3,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S3PA01-20221206-28W.png,S3PA01-20221206-28W.png,both,Painted coating,campaign_2022_mesh7_nacl0.035_age201,2022,8.5,True,14,False,False,True
S3PA02-20220518-0W,7,SA_PA,201,0.035,0.146,1,1.003,2,12.99,3.6,,,S3PA02,2022-05-18,0,S,S3,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S3PA02-20220518-0W.png,S3PA02-20220518-0W.png,both,Surface-applied + paint,campaign_2022_mesh7_nacl0.035_age201,2022,,False,0,False,False,True
S3PA02-20220603-2W,7,SA_PA,201,0.035,0.26,1,0.724,1,11.5,3.6,,,S3PA02,2022-06-03,2,S,S3,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S3PA02-20220603-2W.png,S3PA02-20220603-2W.png,both,Surface-applied + paint,campaign_2022_mesh7_nacl0.035_age201,2022,,False,1,False,False,True
S3PA02-20220609-3W,7,SA_PA,201,0.035,0.137,1,0.347,1,4.5,3.6,,,S3PA02,2022-06-09,3,S,S3,True,/Users/parastoo/All_projects/Proj_corrosion/Data/Images_dataset/S3PA02-20220609-3W.png,S3PA02-20220609-3W.png,both,Surface-applied + paint,campaign_2022_mesh7_nacl0.035_age201,2022,,False,2,False,False,True
